,Store,Address,지역구,,,,,,,,,,Service
1066,GS25면목금호점,서울,중랑구,"면목로40길44,",1층,"101,102호",(면목7동,"582-33,",성일빌라),,,,의약품택배보조배터리대여현금 출금
1067,GS25면목동원점,서울,중랑구,"동일로96길46,",1층,(면목동,"157-2,",대화슈퍼),,,,,CAFE25의약품택배현금 출금
1068,GS25면목동일점,서울,중랑구,동일로95길9,(면목동,172-58),,,,,,,베이커리치킨25의약품택배
1069,GS25면목두산점,서울,중랑구,"사가정로41길20-1,",1층(면목3.8동,607-11),,,,,,,의약품택배보조배터리대여현금 출금
1070,GS25면목두성점,서울,중랑구,겸재로9길54,(면목동,179-98),,,,,,,CAFE25치킨25의약품택배현금 출금undefined
1071,GS25면목리치점,서울,중랑구,"겸재로29길14,",1층,(면목동,119-28),,,,,,CAFE25의약품택배
1072,GS25면목미래점,서울,중랑구,"면목로72가길19,",101호(면목본동,"108-67,",극동하이츠빌3차),,,,,,의약품보조배터리대여현금 출금
1073,GS25면목본점,서울,중랑구,"면목로432,",1층,야채왕,우리농산물마트,(면목동,121-26),,,,CAFE25베이커리치킨25의약품택배
1074,GS25면목샘터점,서울,중랑구,"면목로21길9,",1층,(면목동,398-1),,,,,,CAFE25치킨25의약품택배현금 출금
1075,GS25면목서일2점,서울,중랑구,용마산로96길35,(망우동,436-27),,,,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
1076,GS25면목서일점,서울,중랑구,용마산로94길31,(면목3.8동,46-12),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1077,GS25면목수성점,서울,중랑구,"봉우재로26길32,",1층,(면목동,"138-3,",고문안마트),,,,,CAFE25베이커리치킨25의약품택배현금 출금undefined
1078,GS25면목점,서울,중랑구,"면목로341,",경남상가(면목3.8동,497-7),,,,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금
1079,GS25면목지구점,서울,중랑구,"겸재로15길44,",1층,(면목동,140-52),,,,,,CAFE25치킨25의약품택배현금 출금undefined
1080,GS25면목타운점,서울,중랑구,"겸재로24길9,",1층,(면목동,149-12),,,,,,CAFE25치킨25의약품택배현금 출금undefined
1081,GS25면목하늘점,서울,중랑구,면목로35길40(면목7동,661-62),,,,,,,,보조배터리대여현금 출금
1082,GS25면목한성점,서울,중랑구,면목로39길8(면목7동,634-10),,,,,,,,의약품보조배터리대여현금 출금
1083,GS25면목한신점,서울,중랑구,겸재로3길54,(면동동,178-30),,,,,,,로또판매CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
1084,GS25면목행운점,서울,중랑구,겸재로54길38,(면목동,106-38),,,,,,,치킨25의약품택배현금 출금undefined
1085,GS25면목황금점,서울,중랑구,"용마산로81길13,",1층,(면목동,64-1),,,,,,CAFE25의약품택배현금 입/출금현금 출금
1086,GS25명덕사랑점,서울,강서구,"강서로47길36,",1층,(내발산동,"681-17,",홍익음악학원),,,,,치킨25의약품택배보조배터리대여현금 출금
1087,GS25명동성당점,서울,중구,명동길79(저동1가,103-9),,,,,,,,CAFE25의약품보조배터리대여TAX REFUND
1088,GS25명동이비스점,서울,중구,"남대문로78,",1층,1014호(명동1가,"59-5,",명동허브빌딩),,,,,의약품보조배터리대여TAX REFUND
1089,GS25명동진고개점,서울,중구,"명동8가길37,","1,2층",(충무로2가,12-14),,,,,,CAFE25의약품택배현금 출금TAX REFUND
1090,GS25명동코리아점,서울,중구,"삼일대로299,",1층,3호,(충무로2가,"60-3,",성창빌딩),,,,CAFE25의약품택배현금 출금
1091,GS25명륜성대점,서울,종로구,명륜길2(명륜1가,15),,,,,,,,로또판매CAFE25의약품택배현금 출금
1092,GS25명륜스타점,서울,종로구,"대학로11길23,","102-3,4호(명륜4가","113-1,",스타시티빌딩),,,,,,CAFE25치킨25의약품택배현금 출금
1093,GS25명륜아남점,서울,종로구,혜화로9(명륜1가,46-18),,,,,,,,로또판매의약품
1094,GS25명일점,서울,강동구,구천면로427(명일1동,315-13),,,,,,,,의약품택배보조배터리대여현금 출금
1095,GS25명일주공점,서울,강동구,"구천면로476,",상가동,122호,(명일2동,"257,",주공9단지),,,,의약품
1096,GS25명일중앙점,서울,강동구,양재대로134길25(명일1동,337-30),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1097,GS25명일청솔점,서울,강동구,동남로71길20,(명일2동,"48-15,",청솔빌딩),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefinedundefined
1098,GS25명일타운점,서울,강동구,"구천면로424,","113,114호",(명일1동,"325-11,",명일메가타운),,,,,CAFE25의약품보조배터리대여현금 출금
1099,GS25명지가좌로점,서울,은평구,"가좌로7가길25-55,",1층(응암3동,247-102),,,,,,,CAFE25치킨25의약품택배현금 출금
1100,GS25명지장학점,서울,서대문구,"명지대길46,",1층,전체,(홍은동,421-2),,,,,CAFE25치킨25의약품택배현금 출금undefined
1101,GS25명지점,서울,서대문구,거북골로37(남가좌2동,324-50),,,,,,,,의약품현금 출금
1102,GS25모래내제일점,서울,서대문구,수색로2길12(남가좌1동,102-20),,,,,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금
1103,GS25목3동점,서울,양천구,"목동중앙북로8라길14,",1층,(목동,624-9),,,,,,CAFE25치킨25의약품택배현금 출금
1104,GS25목동10단지점,서울,양천구,"목동서로400,",A동,101호,(신정동,"311,",목동신시가지아파트10단지),,,,CAFE25치킨25의약품택배현금 출금
1105,GS25목동13단지점,서울,양천구,"목동동로100,",C상가,"106호,",117호,(신정동,"327,",목동신시가지아파트13단지),,,CAFE25치킨25의약품택배현금 출금
1106,GS25목동1단지점,서울,양천구,"목동서로38,",A동,119호,(목5동,"901,",상가),,,,의약품보조배터리대여
1107,GS25목동4단지점,서울,양천구,목동서로130,(목5동,"904,",목동신시가지아파트4단지),,,,,,의약품택배
1108,GS25목동고목점,서울,양천구,"목동중앙본로26,",1층(목2동,751-2),,,,,,,로또판매CAFE25치킨25의약품택배현금 출금undefined
1109,GS25목동그랜드점,서울,양천구,"목동동로12길55,",1층,(목동,404-60),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1110,GS25목동금강점,서울,양천구,"목동중앙로89,","112호,113호,114호",(목동,"753-12,",로얄빌딩),,,,,CAFE25치킨25의약품택배현금 출금
1111,GS25목동금호점,서울,양천구,"오목로337-10,",104호(목1동,"406-271,",소망빌딩),,,,,,CAFE25의약품보조배터리대여현금 출금
1112,GS25목동낙원점,서울,양천구,"목동중앙본로7가길65,",1층,(목동,318-116),,,,,,치킨25의약품택배현금 출금
1113,GS25목동대일점,서울,양천구,"목동중앙남로11길26,",1층,(목3동,719-27),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1114,GS25목동리치점,서울,양천구,"목동중앙북로7가길61,",106호(목3동,"613-1,",목동,RICH,SQUARE),,,,CAFE25의약품택배현금 출금
1115,GS25목동문화점,서울,양천구,목동중앙본로74-1,(목동,30-16),,,,,,,CAFE25치킨25의약품택배현금 출금undefined
1116,GS25목동미소점,서울,양천구,"목동중앙북로18길26,",101호/102호,(목동,525-25),,,,,,의약품택배현금 출금
1117,GS25목동법무점,서울,양천구,"목동중앙본로18길39,",1층,(목동,231-98),,,,,,치킨25의약품택배현금 출금
1118,GS25목동법원점,서울,양천구,"목동로9길1,",1층,일부,(신정동,1009-7),,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
1119,GS25목동베스트점,서울,양천구,"목동중앙본로27길37,",1층,(목동,553-21),,,,,,치킨25의약품택배현금 출금
1120,GS25목동사거리점,서울,양천구,국회대로265,(목동,807-6),,,,,,,CAFE25치킨25택배
1121,GS25목동사랑점,서울,양천구,목동중앙남로14길14(목3동,717-4),,,,,,,,CAFE25의약품택배현금 출금
1122,GS25목동삼익점,서울,양천구,"목동동로12길45,",상가,1층,(목1동,"933,",목동삼익아파트),,,,스포츠 토토의약품택배보조배터리대여현금 출금
1123,GS25목동센트럴점,서울,양천구,목동서로349(신정6동,"321-6,",센트럴빌딩),,,,,,,의약품
1124,GS25목동수정점,서울,양천구,"목동중앙남로5,",1층,(목동,772-5),,,,,,CAFE25베이커리치킨25의약품택배
1125,GS25목동스위트점,서울,양천구,"목동서로65,",103호(목5동,907-5),,,,,,,스포츠 토토의약품택배보조배터리대여
1126,GS25목동시장점,서울,양천구,"목동중앙남로10길19,",1층,(목동,740-32),,,,,,CAFE25의약품택배현금 출금
1127,GS25목동아람점,서울,양천구,"목동중앙북로16길16,",1층,(목동,"527-15,",목동오성드림빌),,,,,CAFE25치킨25의약품택배현금 출금undefined
1128,GS25목동어울림점,서울,양천구,"목동중앙서로33,",1층,(목동,775-31),,,,,,치킨25의약품택배현금 출금
1129,GS25목동역점,서울,양천구,"목동로219,",104호,(신정동,899-5),,,,,,CAFE25의약품택배보조배터리대여현금 출금
1130,GS25목동제일점,서울,양천구,"목동서로280,",상가,117호(신정6동,"314,",목동8단지아파트),,,,,치킨25의약품택배
1131,GS25목동중앙점,서울,양천구,"목동중앙북로60,",106호,(목동,"502-1,",신화타워아파트),,,,,치킨25의약품택배현금 출금undefined
1132,GS25목동타워점,서울,양천구,"목동서로221,",106호,(목동,"923-15,",굿모닝탑),,,,,의약품택배
1133,GS25목동파크점,서울,양천구,"목동남로4길56,",1층,내,(신정동,171-25),,,,,CAFE25치킨25의약품택배현금 출금
1134,GS25목동프라자점,서울,양천구,"목동동로55,",104호(신정동,"323-17,",밀레니엄프라자),,,,,,의약품
1135,GS25목동현대점,서울,양천구,"오목로300,",205동,122호(목1동,"961,",현대하이페리온),,,,,베이커리치킨25의약품
1136,GS25목동홍익점,서울,양천구,"목동중앙서로6,",1층,(목4동,794-1),,,,,,CAFE25의약품택배보조배터리대여현금 출금
1137,GS25목동희망점,서울,양천구,"오목로322,",1층(목1동,"405-282,",보성빌딩),,,,,,로또판매CAFE25치킨25의약품택배
1138,GS25무교YG타워점,서울,중구,"남대문로9길40,",111호,(다동,"155,",YG타워),,,,,CAFE25의약품택배현금 입/출금현금 출금TAX REFUND
1139,GS25무악재역점,서울,서대문구,통일로357,(홍제1동,"464,",무악재한화아파트),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1140,GS25무역센타점,서울,강남구,"테헤란로87길25,",1층,13호(삼성1동,154-13),,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금
1141,GS25무학여고점,서울,성동구,"고산자로201,",1층,좌측일부,(행당2동,"319-23,",서정대내과),,,,CAFE25치킨25의약품택배현금 출금
1142,GS25묵동공룡점,서울,중랑구,"동일로855,",1층,(묵동,"245-8,",산성교회),,,,,CAFE25치킨25의약품택배현금 출금
1143,GS25묵동사랑점,서울,중랑구,공릉로68(묵1동,318-1),,,,,,,,CAFE25의약품현금 출금
1144,GS25묵동사자점,서울,중랑구,"중랑역로239,",1층,(묵동,"233-106,",명사약국),,,,,CAFE25베이커리치킨25의약품택배현금 출금
1145,GS25묵동신안점,서울,중랑구,"공릉로2길47,",상가동,"101호,102호",(묵1동,"381,",신안1차아파트),,,,CAFE25베이커리치킨25의약품택배현금 출금
1146,GS25묵동아이파크점,서울,중랑구,"동일로163길40,",1층(묵2동,"237-66,",이레교회),,,,,,CAFE25의약품택배보조배터리대여현금 출금undefinedundefined
1147,GS25묵동이편한점,서울,중랑구,"숙선옹주로9길45-8,",1층,(묵동,"50-3,",환진힐타운),,,,,CAFE25치킨25의약품택배현금 출금
1148,GS25묵동자이점,서울,중랑구,"숙선옹주로6-9,",1층,125호,(묵동,"164-4,",묵동자이아파트1단지),,,,CAFE25치킨25의약품택배현금 출금undefined
1149,GS25묵동제일점,서울,중랑구,동일로143길24,(묵2동,"250-39,",적순빌딩),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1150,GS25묵동중앙점,서울,중랑구,동일로151길29,(묵동,246-1),,,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금
1151,GS25묵동행복점,서울,중랑구,"봉화산로3길103,",1층,(묵동,"248-4,",용마편의점),,,,,CAFE25의약품택배
1152,GS25묵동현대점,서울,중랑구,묵동377,세원아파트상가동,1호2호,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1153,GS25문래LG점,서울,영등포구,당산로34(문래동3가,55-5),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1154,GS25문래공원점,서울,영등포구,도림로441-1,(문래동2가,15-1),,,,,,,CAFE25의약품택배현금 출금
1155,GS25문래그랜드점,서울,영등포구,"선유로9나길22,",1층,(문래동5가,"19-12,",전일빌딩),,,,,CAFE25치킨25의약품택배
1156,GS25문래동국점,서울,영등포구,"선유로76,",106호,(문래동3가,"84-2,",동국메뜨리앙),,,,,CAFE25의약품택배보조배터리대여현금 출금
1157,GS25문래문일점,서울,영등포구,경인로77길2-1,(문래동2가,23-1),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1158,GS25문래미원점,서울,영등포구,"문래로38,","102호,103호",(문래동6가,"54,",문래동미원아파트),,,,,CAFE25치킨25의약품택배현금 출금
1159,GS25문래벽산점,서울,영등포구,"경인로71길70,",A동,1층,103호,(문래동5가,"9,",벽산디지털밸리),,,CAFE25택배현금 출금
1160,GS25문래센터점,서울,영등포구,"경인로82길3-4,",104호(문래동1가,"39,",센터플러스),,,,,,CAFE25베이커리치킨25의약품택배
1161,GS25문래시티점,서울,영등포구,"경인로775,",129호,(문래동3가,"55-20,",에이스하이테크시티),,,,,CAFE25택배
1162,GS25문래신안점,서울,영등포구,문래동4가41,신안인스빌단지내상가,1층,103,,,,,,의약품택배현금 출금
1163,GS25문래에이스점,서울,영등포구,"경인로775,",112호,(문래동3가,"55-20,",에이스하이테크시티),,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여
1164,GS25문래역점,서울,영등포구,"당산로26,",상가,103호(문래동3가,"54,",문래자이아파트),,,,,CAFE25의약품보조배터리대여
1165,GS25문래영시티점,서울,영등포구,문래로28길25,(문래동3가,55-18),,,,,,,CAFE25
1166,GS25문래트리플렉스점,서울,영등포구,문래동3가0번지,트리플렉스,103호,,,,,,,CAFE25치킨25의약품택배
1167,GS25문래한신점,서울,영등포구,영등포로12길7,(양평동1가,14-1),,,,,,,로또판매스포츠 토토CAFE25의약품택배현금 출금
1168,GS25문래현대점,서울,영등포구,문래동3가83-3,4,대동오피스텔,"107,108",호,,,,,CAFE25의약품택배보조배터리대여현금 출금
1169,GS25문정2호점,서울,송파구,"송이로34길61,",1층,(문정동,"88-16,",굿치어펄빌딩),,,,,치킨25의약품택배
1170,GS25문정SK1호점,서울,송파구,"법원로128,",지하1층,B동,G115호,(문정동,642-3),,,,택배현금 입/출금현금 출금
